query_id,room,query,title,product_url,image_url,description,price_text,price_num,source_site,category,relevance_score,why_it_matches,passes_filter,is_us_domain,scraped_at
dr_01,dining_room,extendable wood dining table modern,Mid-Century Round Extendable Dining Table & Chairs Set,https://www.westelm.com/products/mid-century-round-extendable-dining-table-chairs-set-h13905,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202614/0144/mid-century-rounded-extendable-dining-table-42-80-d.jpg,"This West Elm Mid-Century Round Extendable Dining Table & Chairs Set features a sleek design and versatile seating for 4–6. The table is extendable and embodies a modern, mid-century aesthetic.",$ 349,349.0,West Elm,Dining Table Set,95,"This is a 'Mid-Century Round Extendable Dining Table' which fits the modern, extendable, and wood criteria (implied by Mid-Century style and West Elm). It's part of a set, but the table itself is a strong match.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Hargrove Extendable Dining Table (60""–100"")",https://www.westelm.com/products/hargrove-extendable-dining-table-h8811,,"This Hargrove dining table from West Elm is extendable, ranging from 60"" to 100"", offering versatile seating options. While specific material and style details are limited in the snippet, West Elm typically offers modern wood furniture.","$ 1,039.20",1039.2,West Elm,Dining Table,75,"This product is explicitly an 'Extendable Dining Table' with a size range of '60""–100""', strongly matching the extendable constraint. While 'wood' and 'modern' are not explicitly stated in the limited text, West Elm often features these characteristics.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Pierce & Ward Burl Wood Dining Table (90"")",https://www.westelm.com/products/pierce-ward-burl-wood-dining-table-h13552,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202611/0023/pierce-ward-burl-wood-dining-table-90-d.jpg,"The Pierce & Ward Burl Wood Dining Table by West Elm features a richly grained burl wood veneer top and tapered, V-shaped legs, bringing modern elegance and alluring angles to your dining room. It is Fair Trade crafted.","$ 1,699",1699.0,West Elm,Dining Table,70,"This is a 'Burl Wood Dining Table' with 'modern elegance' and 'tapered, V-shaped legs', matching the wood and modern criteria, but it is not extendable.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Extra Deep Anton Solid Wood Dining Table (86"")",https://www.westelm.com/products/extra-deep-anton-solid-wood-dining-table-h6598,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202546/0678/extra-deep-anton-solid-wood-dining-table-86-d.jpg,"The Extra Deep Anton Solid Wood Dining Table (86"") by West Elm is crafted from sustainably sourced mango wood. It features a spacious, deeper-than-usual top for entertaining, with graceful lines and shapely legs, though its style is described as farmhouse-inspired.","$ 1,899",1899.0,West Elm,Dining Table,60,"This is a 'Solid Wood Dining Table' with a deeper design, but the description mentions 'farmhouse-inspired design' which deviates from 'modern', and it is not explicitly stated as extendable for this specific 86"" model.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Anton Solid Wood Dining Table (72"", 86"") - ADA",https://www.westelm.com/products/anton-solid-wood-dining-table-ada-h11909,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202547/0063/img1c.jpg,"The Anton Solid Wood Dining Table by West Elm features sustainably sourced mango wood and an ADA-compliant design. It offers a substantial presence, but is not explicitly described as extendable or having a modern style.","$ 1,299",1299.0,West Elm,Dining Table,60,This is a 'Solid Wood Dining Table' but it is not explicitly stated as extendable and lacks clear modern style indicators in the description.,True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Jensen Dining Table (76"")",https://www.westelm.com/products/jensen-dining-table-h1039,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202607/0005/jensen-dining-table-76-d.jpg,"The Jensen Dining Table by West Elm features a solid eucalyptus wood A-frame base in a rich Acorn finish, paired with a clear tempered glass top for an airy, mid-century inspired look. It is a stylish addition to modern dining areas.",$ 749,749.0,West Elm,Dining Table,50,"This table has a 'solid eucalyptus wood A-frame base' and a 'mid-century look' (modern), but it features a glass top and is not extendable.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Reclaimed Wood Pedestal Dining Table (54"")",https://www.westelm.com/products/reclaimed-wood-pedestal-dining-table-h3266,,"This West Elm dining table is made from reclaimed wood, offering a sustainable material choice. It features a pedestal design, but details on its extendability or explicit modern style are not available in the provided text.","$ 1,899",1899.0,West Elm,Dining Table,40,"This is a 'Reclaimed Wood Pedestal Dining Table', matching the wood criteria, but it is not explicitly extendable or described as modern, and lacks a proper image and detailed description.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Palmetto Concrete & Wood Dining Table (78"")",https://www.westelm.com/products/palmetto-dining-table-f651,,"This Palmetto dining table from West Elm combines concrete and wood elements. While it includes wood, it is not explicitly extendable or described as modern, and the presence of concrete might not fully align with a 'wood dining table' query.","$ 1,499",1499.0,West Elm,Dining Table,40,"This table features 'Wood' but also 'Concrete', and is not explicitly extendable or described as modern. It lacks a proper image and detailed description.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Atiya Dining Table (84""–100"")",https://www.westelm.com/products/mp-atiya-dining-table-h12719,,"This Atiya Dining Table from West Elm has a size range of 84""–100"", suggesting it is extendable. However, there is no explicit mention of it being made of wood or having a modern style in the available text, and it lacks an image.","$ 2,899",2899.0,West Elm,Dining Table,30,"The size range '84""–100""' suggests it might be extendable, but there is no explicit mention of wood or modern style, and no detailed description or image.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Putnam Round Dining Table (48"", 60"", 72"")",https://www.westelm.com/products/putnam-round-dining-table-h11954,,"This Putnam Round Dining Table from West Elm is available in multiple sizes. However, the provided text does not indicate if it is extendable, made of wood, or has a modern design, and it lacks an image.",$ 719.20,719.2,West Elm,Dining Table,10,"This is a dining table, but there is no explicit mention of it being extendable, wood, or modern, and it lacks a proper image and description.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Margery Dining Table (96"")",https://www.westelm.com/products/mp-margery-dining-table-mp335,,"This Margery Dining Table from West Elm is a large table. However, the provided text does not indicate if it is extendable, made of wood, or has a modern design, and it lacks an image.","$ 2,899",2899.0,West Elm,Dining Table,10,"This is a dining table, but there is no explicit mention of it being extendable, wood, or modern, and it lacks a proper image and description.",True,True,2026-05-10T20:22:04
dr_02,dining_room,upholstered dining chairs beige linen,Range High-Back Dining Chair,https://www.westelm.com/products/range-high-back-dining-chair-h9043,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202615/0017/range-high-back-dining-chair-d.jpg,"The Range High-Back Dining Chair by West Elm features a plush upholstered seat, sturdy metal base, and built-in levelers for lasting comfort and style. It is available in Performance Yarn Dyed Linen Weave in Sand or Alabaster.",$ 399,399.0,West Elm,dining chairs,100,"This dining chair features an upholstered seat and is explicitly available in 'Performance Yarn Dyed Linen Weave, Sand' and 'Linen Alabaster' options, perfectly matching the beige linen criteria.",True,True,2026-05-10T20:27:31
dr_02,dining_room,upholstered dining chairs beige linen,Wayne Dining Arm Chair,https://www.westelm.com/products/wayne-arm-dining-chair-h11513,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202611/0014/wayne-dining-arm-chair-d.jpg,"The Wayne Dining Arm Chair by West Elm features solid beechwood legs and is GREENGUARD Gold Certified. It is contract-grade durable and available in various upholstered fabrics, including multiple beige linen options.",$ 349,349.0,West Elm,dining chairs,100,"This upholstered dining arm chair is available in multiple beige linen options, including 'Linen Alabaster Performance Yarn Dyed Linen Weave', 'Warm White Performance Yarn Dyed Linen Weave', 'Oatmeal Performance Yarn Dyed Linen Weave', 'Light Sand Performance Yarn Dyed Linen Weave', and 'Sand Performance Yarn Dyed Linen Weave'.",True,True,2026-05-10T20:27:31
